pIC50,smiles
5.42,CCC(CO)Nc1nc(NCc2ccccc2)c2[nH]nc(C(C)C)c2n1
5.895,COc1ccc(C=C2CN(C(=O)CCSCCO)CC(=Cc3ccc(OC)cc3)C2=O)cc1
6.42,O=C1C(=Cc2ccc(Cl)cc2)CN(C(=O)CCSCCO)CC1=Cc1ccc(Cl)cc1
6.86,O=C1C(=Cc2ccc([N+](=O)[O-])cc2)CN(C(=O)CCSCCO)CC1=Cc1ccc([N+](=O)[O-])cc1
4.705,O=C1C(=Cc2ccc(Cl)cc2)CN(C(=O)CCSCCS(=O)(=O)O)CC1=Cc1ccc(Cl)cc1
6.24,O=C1C(=Cc2ccccc2)CN(C(=O)CCSCCO)CC1=Cc1ccccc1
5.96,Cc1ccc(C=C2CN(C(=O)CCSCCO)CC(=Cc3ccc(C)cc3)C2=O)cc1
5.5,COc1ccc(C=C2CN(C(=O)CCSCCS)CC(=Cc3ccc(OC)cc3)C2=O)cc1
5.13,O=C1C(=Cc2ccc([N+](=O)[O-])cc2)CN(C(=O)CCSCCS(=O)(=O)O)CC1=Cc1ccc([N+](=O)[O-])cc1
9.52,COc1ccc(C(=O)OC2C(OC3C(O)COC(OC4CC5C6CC=C7CC(O)CCC7(C)C6CCC5(C)C4(O)C(C)C(=O)CCC(C)C)C3OC(C)=O)OCC(O)C2O)cc1
7.7,COc1ccc(C(=O)OC2C(OC3C(O)COC(OC4CC5C6CC=C7CC(O)CCC7(C)C6CCC5(C)C4(O)C(C)COCc4ccccc4)C3OC(C)=O)OCC(O)C2O)cc1
7.22,CCCCC(=O)OCC(C)C1(O)C(OC2OCC(O)C(OC3OCC(O)C(O)C3OC(=O)c3ccc(OC)cc3)C2OC(C)=O)CC2C3CC=C4CC(O)CCC4(C)C3CCC21C
8.0,CCCCCCC(=O)OCC(C)C1(O)C(OC2OCC(O)C(OC3OCC(O)C(O)C3OC(=O)c3ccc(OC)cc3)C2OC(C)=O)CC2C3CC=C4CC(O)CCC4(C)C3CCC21C
8.14,CCCCCCCCC(=O)OCC(C)C1(O)C(OC2OCC(O)C(OC3OCC(O)C(O)C3OC(=O)c3ccc(OC)cc3)C2OC(C)=O)CC2C3CC=C4CC(O)CCC4(C)C3CCC21C
8.2,CCCCCCCCCCCC(=O)OCC(C)C1(O)C(OC2OCC(O)C(OC3OCC(O)C(O)C3OC(=O)c3ccc(OC)cc3)C2OC(C)=O)CC2C3CC=C4CC(O)CCC4(C)C3CCC21C
7.8,CCCCCCCCCCCCCC(=O)OCC(C)C1(O)C(OC2OCC(O)C(OC3OCC(O)C(O)C3OC(=O)c3ccc(OC)cc3)C2OC(C)=O)CC2C3CC=C4CC(O)CCC4(C)C3CCC21C
7.24,CCCCCCCCCCCCCCCCCC(=O)OCC(C)C1(O)C(OC2OCC(O)C(OC3OCC(O)C(O)C3OC(=O)c3ccc(OC)cc3)C2OC(C)=O)CC2C3CC=C4CC(O)CCC4(C)C3CCC21C
6.47,CC=CC(=O)OCC(C)C1(O)C(OC2OCC(O)C(OC3OCC(O)C(O)C3OC(=O)c3ccc(OC)cc3)C2OC(C)=O)CC2C3CC=C4CC(O)CCC4(C)C3CCC21C
7.68,C=CCCCCC(=O)OCC(C)C1(O)C(OC2OCC(O)C(OC3OCC(O)C(O)C3OC(=O)c3ccc(OC)cc3)C2OC(C)=O)CC2C3CC=C4CC(O)CCC4(C)C3CCC21C
8.22,C=CCCCCCCCCC(=O)OCC(C)C1(O)C(OC2OCC(O)C(OC3OCC(O)C(O)C3OC(=O)c3ccc(OC)cc3)C2OC(C)=O)CC2C3CC=C4CC(O)CCC4(C)C3CCC21C
7.16,COc1ccc(C(=O)OC2C(OC3C(O)COC(OC4CC5C6CC=C7CC(O)CCC7(C)C6CCC5(C)C4(O)C(C)COC(=O)c4ccccc4)C3OC(C)=O)OCC(O)C2O)cc1
7.24,COc1ccc(C(=O)OCC(C)C2(O)C(OC3OCC(O)C(OC4OCC(O)C(O)C4OC(=O)c4ccc(OC)cc4)C3OC(C)=O)CC3C4CC=C5CC(O)CCC5(C)C4CCC32C)cc1
4.34,COc1cc(-c2[nH]c(=O)[nH]c2C(=O)Nc2ccccc2)cc(OC)c1OC
6.62,COc1cc(-c2[nH]c(=O)[nH]c2C(=O)Nc2ccc(C)cc2)cc(OC)c1OC
6.75,COc1cc(-c2[nH]c(=O)[nH]c2C(=O)Nc2cccc(C)c2)cc(OC)c1OC
4.71,COc1cc(-c2[nH]c(=O)[nH]c2C(=O)Nc2cc(C)cc(C)c2)cc(OC)c1OC
4.41,COc1cc(-c2[nH]c(=O)[nH]c2C(=O)Nc2ccc(C(C)(C)C)cc2)cc(OC)c1OC
5.64,COc1ccc(NC(=O)c2[nH]c(=O)[nH]c2-c2cc(OC)c(OC)c(OC)c2)cc1
5.38,COc1ccc(NC(=O)c2[nH]c(=O)[nH]c2-c2cc(OC)c(OC)c(OC)c2)cc1OC
5.32,COc1cc(-c2[nH]c(=O)[nH]c2C(=O)Nc2cccc(Cl)c2)cc(OC)c1OC
4.92,COc1cc(-c2[nH]c(=O)[nH]c2C(=O)Nc2ccc(Cl)c(Cl)c2)cc(OC)c1OC
5.68,COc1cc(-c2[nH]c(=O)[nH]c2C(=O)Nc2ccc(C)c(Cl)c2)cc(OC)c1OC
6.48,COc1ccc(NC(=O)c2[nH]c(=O)[nH]c2-c2cc(OC)c(OC)c(OC)c2)cc1N
4.93,COc1cc(-c2[nH]c(=O)[nH]c2C(=O)Nc2cccc3ccccc23)cc(OC)c1OC
7.98666666667,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2
4.14,CCOC(=O)c1c(C)nc(N2CCCCC2)nc1-c1ccccc1
4.34,CCOC(=O)c1c(C)nc(Nc2cccc(N)c2)nc1-c1ccccc1
4.89,CCOC(=O)c1c(C)nc(Nc2ccc(O)cc2)nc1-c1ccccc1
4.37,CCOC(=O)c1c(C)nc(Nc2ccccc2O)nc1-c1ccccc1
4.51,CCOC(=O)c1c(C)nc(NCCc2c[nH]c3ccccc23)nc1-c1ccccc1
4.2175,Fc1ccc(-c2cn3nc(Cc4ccccc4)sc3n2)cc1
4.24,Fc1ccc(Cc2nn3c(Br)c(-c4ccc(F)cc4)nc3s2)cc1
4.2075,Cc1ccc(Cc2nn3c(Br)c(-c4ccc(F)cc4)nc3s2)cc1
4.6375,O=Cc1c(-c2ccc(F)cc2)nc2sc(Cc3ccccc3)nn12
5.05,N#CSc1c(-c2ccc(F)cc2)nc2sc(Cc3ccccc3)nn12
4.3075,N#CSc1c(-c2ccc(F)cc2)nc2sc(Cc3ccc(Cl)cc3)nn12
4.9,Cc1ccc(Cc2nn3c(SC#N)c(-c4ccc(F)cc4)nc3s2)cc1
4.15,Fc1ccc(Cc2nn3cc(-c4ccc(F)cc4)nc3s2)cc1
4.0,Fc1ccc(-c2cn3nc(Cc4ccc(Br)cc4)sc3n2)cc1
4.075,O=Cc1c(-c2ccc(F)cc2)nc2sc(Cc3ccc(Cl)cc3)nn12
4.0,Fc1ccc(-c2cn3nc(Cc4ccc(Cl)cc4)sc3n2)cc1
4.0,Cc1ccc(Cc2nn3cc(-c4ccc(F)cc4)nc3s2)cc1
4.0,Fc1ccc(-c2nc3sc(Cc4ccccc4)nn3c2Br)cc1
5.47666666667,O=C(Nc1ccc(N(CCCl)CCCl)cc1)Nc1ccc2ncnc(Nc3cccc(F)c3)c2c1
5.53666666667,O=C(Nc1ccc(N(CCCl)CCCl)cc1)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1
5.64666666667,O=C(Nc1ccc(N(CCCl)CCCl)cc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
5.35666666667,O=C(Nc1ccc(N(CCCl)CCCl)cc1)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1
5.84666666667,O=C(Nc1ccc(N(CCCl)CCCl)cc1)Nc1ccc2ncnc(Nc3ccc(F)cc3)c2c1
5.16333333333,O=C(Nc1ccc(N(CCCl)CCCl)cc1)Nc1ccc2ncnc(Nc3ccc(Br)cc3)c2c1
5.97333333333,O=C(Nc1ccc(N(CCCl)CCCl)cc1)Nc1ccc2ncnc(Nc3cccc(Cl)c3F)c2c1
5.96,O=C(Nc1ccc(N(CCCl)CCCl)cc1)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1
5.33666666667,O=C(Nc1ccc(N(CCCl)CCCl)cc1)Nc1ccc2ncnc(Nc3ccc(Cl)c(Cl)c3)c2c1
5.41666666667,O=C(Nc1ccc(N(CCCl)CCCl)cc1)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1
5.29,O=C(Nc1ccc(N(CCCl)CCCl)cc1)Nc1ccc2ncnc(Nc3ccc(Cl)c(C(F)(F)F)c3)c2c1
5.67,COc1ccc(Nc2ncnc3ccc(NC(=O)Nc4ccc(N(CCCl)CCCl)cc4)cc23)cc1Cl
5.6,COc1cccc(Nc2ncnc3ccc(NC(=O)Nc4ccc(N(CCCl)CCCl)cc4)cc23)c1
5.31333333333,COc1cc(Nc2ncnc3ccc(NC(=O)Nc4ccc(N(CCCl)CCCl)cc4)cc23)cc(OC)c1OC
5.85666666667,C#Cc1cccc(Nc2ncnc3ccc(NC(=O)Nc4ccc(N(CCCl)CCCl)cc4)cc23)c1
5.12666666667,O=C(Nc1ccc(N(CCCl)CCCl)cc1)Nc1ccc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1
5.59,O=C(Nc1ccc(N(CCCl)CCCl)cc1)Nc1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1
6.96,CCC(C)C1NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)CC)NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)C(CSSCC(NC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)CN)C(=O)NC(C(C)C)C(=O)NC(Cc4c[nH]c5ccccc45)C(=O)NC(C(C)CC)C(=O)N4CCCC4C(=O)N2)NC(=O)C(CO)NC(=O)C(CSSCC(C(=O)O)NC(=O)C2CCCN2C(=O)C(C(C)CC)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc2ccc(O)cc2)NC3=O)NC(=O)CNC1=O
5.56,CC(C)CC1NC(=O)CNC(=O)C(CC(N)=O)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)O)NC(=O)C2CSSCC3NC(=O)C(C(C)O)NC(=O)CNC(=O)CNC(=O)C(C(C)C)NC(=O)C4CSSCC(NC(=O)C(CO)NC(=O)C(CSSCC(NC(=O)C(C(C)C)NC(=O)C5CCCN5C1=O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(C(C)O)C(=O)N4)NC(=O)CNC(=O)C1CCCN1C(=O)C(C(C)O)NC(=O)C(CC(N)=O)NC3=O)C(=O)NC(CO)C(=O)NC(Cc1c[nH]c3ccccc13)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)N2
5.58,CCC(C)C1NC(=O)C2CCCN2C(=O)C(C(C)C)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)O)NC(=O)C2CSSCC3NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(C(C)O)NC(=O)C4CSSCC(NC(=O)C(CO)NC(=O)C(CSSCC(NC1=O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(C(C)O)C(=O)N4)NC(=O)CNC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(Cc1ccc(O)cc1)NC3=O)C(=O)NC(CO)C(=O)NC(Cc1c[nH]c3ccccc13)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)N2
6.6,COc1ccc(OS(=O)(=O)c2ccc(N3CCNC3=O)cc2)cc1
7.72,Cc1ccc(C)c(OS(=O)(=O)c2ccc(N3CCNC3=O)cc2)c1
7.17,O=C1NCCN1c1ccc(S(=O)(=O)Oc2c(F)cccc2F)cc1
7.7,CCOc1cccc(OS(=O)(=O)c2ccc(N3CCNC3=O)cc2)c1
7.77,O=C1NCCN1c1ccc(S(=O)(=O)Oc2cccc(Cl)c2)cc1
7.77,O=C1NCCN1c1ccc(S(=O)(=O)Oc2cccc(I)c2)cc1
8.15,COc1cc(OC)cc(OS(=O)(=O)c2ccc(N3CCNC3=O)cc2)c1
8.15,COc1cc(OS(=O)(=O)c2ccc(N3CCNC3=O)cc2)cc(OC)c1OC
7.8,O=C1NCCN1c1ccc(S(=O)(=O)Oc2cc(Cl)cc(Cl)c2)cc1
6.7,O=C1NCCN1c1ccc(S(=O)(=O)Oc2ccc(F)cc2)cc1
8.11,COc1ccc(-c2sc(N)nc2-c2cc(OC)c(OC)c(OC)c2)cc1
9.05,CCOc1ccc(-c2sc(N)nc2-c2cc(OC)c(OC)c(OC)c2)cc1
8.85,CCOc1ccc(-c2sc(N)nc2-c2cc(OC)c(OC)c(OC)c2)cc1Cl
7.2,Nc1ncnc2c1c(-c1ccco1)cn2C1OC(CO)C(O)C1O
7.5,Nc1ncnc2c1c(-c1cccs1)cn2C1OC(CO)C(O)C1O
7.16,Nc1ncnc2c1c(-c1ccoc1)cn2C1OC(CO)C(O)C1O
6.96,Nc1ncnc2c1c(-c1ccsc1)cn2C1OC(CO)C(O)C1O
5.4,Nc1ncnc2c1c(-c1cc3ccccc3o1)cn2C1OC(CO)C(O)C1O
6.8,Nc1ncnc2c1c(-c1ccc[nH]1)cn2C1OC(CO)C(O)C1O
6.96,Nc1ncnc2c1c(-c1cc[nH]c1)cn2C1OC(CO)C(O)C1O
6.25,Nc1ncnc2c1c(-c1cn[nH]c1)cn2C1OC(CO)C(O)C1O
6.89,Nc1ncnc2c1c(-c1cc[nH]n1)cn2C1OC(CO)C(O)C1O
8.0,C#Cc1cn(C2OC(CO)C(O)C2O)c2ncnc(N)c12
7.22,Nc1ncnc2c1c(-c1c[nH]nn1)cn2C1OC(CO)C(O)C1O
7.7,Nc1ncnc2c1c(-c1nccs1)cn2C1OC(CO)C(O)C1O
7.16,Nc1ncnc2c1c(-c1c[nH]cn1)cn2C1OC(CO)C(O)C1O
7.16,Nc1ncnc2c1c(-c1ncc[nH]1)cn2C1OC(CO)C(O)C1O
5.91,CCOC(=O)C(C)NP(=O)(COCCn1cnc2c(=O)[nH]c(N)nc21)NC(C)C(=O)OCC
6.32,CCOC(=O)C(C)NP(=O)(COCCn1cnc2c(NC3CC3)nc(N)nc21)NC(C)C(=O)OCC
4.44,Oc1ccc2ccccc2c1C(c1ccccc1)N1CCC(O)CC1
4.62,Oc1ccc2ccccc2c1C(c1ccc(F)cc1)N1CCC(O)CC1
4.72,Oc1ccc2ccccc2c1C(c1ccc(Cl)cc1)N1CCC(O)CC1
4.54,Cc1ccc(C(c2c(O)ccc3ccccc23)N2CCC(O)CC2)cc1
4.85,COc1ccc(C(c2c(O)ccc3ccccc23)N2CCC(O)CC2)cc1
4.77,Oc1ccc2ccccc2c1C(c1ccc(Cl)c(Cl)c1)N1CCC(O)CC1
4.6,COc1ccc(C(c2c(O)ccc3ccccc23)N2CCC(O)CC2)cc1OC
4.43,Oc1ccc2ccccc2c1C(c1ccc2c(c1)OCO2)N1CCC(O)CC1
4.27,Oc1ccc2ccccc2c1C(c1ccccn1)N1CCC(O)CC1
4.51,CC(=O)OC1CCN(C(c2ccccc2)c2c(O)ccc3ccccc23)CC1
4.57,CC(=O)OC1CCN(C(c2ccc(F)cc2)c2c(O)ccc3ccccc23)CC1
4.55,CC(=O)OC1CCN(C(c2ccc(Cl)cc2)c2c(O)ccc3ccccc23)CC1
4.46,CC(=O)OC1CCN(C(c2ccc(C)cc2)c2c(O)ccc3ccccc23)CC1
4.66,COc1ccc(C(c2c(O)ccc3ccccc23)N2CCC(OC(C)=O)CC2)cc1
4.82,CC(=O)OC1CCN(C(c2ccc(Cl)c(Cl)c2)c2c(O)ccc3ccccc23)CC1
4.62,COc1ccc(C(c2c(O)ccc3ccccc23)N2CCC(OC(C)=O)CC2)cc1OC
4.29,CC(=O)OC1CCN(C(c2ccc3c(c2)OCO3)c2c(O)ccc3ccccc23)CC1
4.1,CC(=O)OC1CCN(C(c2ccncc2)c2c(O)ccc3ccccc23)CC1
4.26,CC(=O)OC1CCN(C(c2ccccn2)c2c(O)ccc3ccccc23)CC1
6.44,O=C(c1ccccc1)N(C(=O)c1ccccc1)c1nc(N(C(=O)c2ccccc2)C(=O)c2ccccc2)c2ncn(C3OC4(CO)COC3C4OCc3ccccc3)c2n1
5.12,C=CCc1nc(C=CC)c2ncn(C3OC4(CO)COC3C4OCc3ccccc3)c2n1
4.5,N#CC1(O)C(O)C(CO)OC(n2cc(F)c(=O)[nH]c2=O)C1O
7.13,Cc1ccc(C)c(NS(=O)(=O)c2ccc(N3CCNC3=O)cc2)c1
6.7,Cc1cccc(NS(=O)(=O)c2ccc(N3CCNC3=O)cc2)c1
6.7,CCc1cccc(NS(=O)(=O)c2ccc(N3CCNC3=O)cc2)c1
6.59,COc1cccc(NS(=O)(=O)c2ccc(N3CCNC3=O)cc2)c1
6.96,O=C1NCCN1c1ccc(S(=O)(=O)Nc2cccc(Br)c2)cc1
7.11,O=C1NCCN1c1ccc(S(=O)(=O)Nc2cccc(Cl)c2)cc1
6.77,Cc1cc(C)cc(NS(=O)(=O)c2ccc(N3CCNC3=O)cc2)c1
6.77,COc1cc(NS(=O)(=O)c2ccc(N3CCNC3=O)cc2)cc(OC)c1
7.64,COc1cc(NS(=O)(=O)c2ccc(N3CCNC3=O)cc2)cc(OC)c1OC
6.39,O=C1NCCN1c1ccc(S(=O)(=O)Nc2ccc3[nH]ccc3c2)cc1
4.38,COc1cc(C(=O)c2sc(N)nc2N)cc(OC)c1OC
4.96,COc1cc(C(=O)c2sc(N(C)C)nc2N)cc(OC)c1OC
4.11,CCN(CC)c1nc(N)c(C(=O)c2cc(OC)c(OC)c(OC)c2)s1
4.38,CCCCN(C)c1nc(N)c(C(=O)c2cc(OC)c(OC)c(OC)c2)s1
7.1,COc1cc(C(=O)c2sc(N3CCCC3)nc2N)cc(OC)c1OC
4.66,COc1cc(C(=O)c2sc(N3CCCCC3)nc2N)cc(OC)c1OC
4.6,COc1cc(C(=O)c2sc(N3CCOCC3)nc2N)cc(OC)c1OC
4.72,COc1ccc(C(=O)c2sc(N3CCCC3)nc2N)cc1OC
7.1,O=C(NC1c2ccccc2-c2c(-c3nc4cnccc4[nH]3)cccc21)c1ccnc2[nH]ccc12
5.715,C=CCNC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
4.8,OCC1OC(n2cnc3c(C4CCCC4)ncnc32)C(O)C1O
5.16,OCC1OC(n2cnc3c(C4CCC4)ncnc32)C(O)C1O
6.0,OCC1OC(n2cnc3c(C4CC4)ncnc32)C(O)C1O
4.31,CCCCc1ncnc2c1ncn2C1OC(CO)C(O)C1O
5.17,CCCc1ncnc2c1ncn2C1OC(CO)C(O)C1O
6.14,CCc1ncnc2c1ncn2C1OC(CO)C(O)C1O
7.7,Cc1ncnc2c1ncn2C1OC(CO)C(O)C1O
4.59,COc1cc(-n2nncc2-c2ccc(OC)c([N+](=O)[O-])c2[N+](=O)[O-])cc(OC)c1OC
8.51,CCOc1ccc(-c2nnnn2-c2cc(OC)c(OC)c(OC)c2)cc1
9.16,CCOc1ccc(-c2nnnn2-c2cc(OC)c(OC)c(OC)c2)cc1Cl
8.42,CCOc1ccc(-n2nnnc2-c2cc(OC)c(OC)c(OC)c2)cc1
4.42,O=c1oc2cc(O)ccc2c2c1[nH]c1ccc(O)cc12
4.98,CC(=O)OC1CCC2(C)C(=CCC3C2CC(=O)C2(C)C3CC(OC(C)=O)C2C(C)C(=O)C2=C(C)OCC(C)C2)C1
4.68,CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C3CC(OC(C)=O)C2C(C)C(=O)C2=C(C)OCC(C)C2)C1
4.39,CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C3CC(OC(C)=O)C2C(C)C(=O)C2=C(C)OCC(C)C2)C1
4.72,CC=C(CC(C)CO)C(=O)C(C)C1C(OC(C)=O)CC2C3CC=C4CC(OC(C)=O)CCC4(C)C3CC(=O)C21C
5.23,CC=C(CC(C)CO)C(=O)C(C)C1C(OC(C)=O)CC2C3CCC4CC(OC(C)=O)CCC4(C)C3CCC21C
4.96,CC=C(CC(C)CO)C(=O)C(C)C1C(OC(C)=O)CC2C3CC=C4CC(OC(C)=O)CCC4(C)C3CCC21C
4.86,CC(=O)OC1CCC2(C)C(=CCC3C2CC(O)C2(C)C3CC(OC(C)=O)C2C(C)C(=O)C2=C(C)OCC(C)C2)C1
8.0,COc1cc(OC)c(C=CS(=O)(=O)Cc2ccc(OC)c(N)c2)c(OC)c1
7.0,COc1cc(OC)c(C=CS(=O)(=O)Cc2ccc(OC)c(NCC(=O)O)c2)c(OC)c1
4.13,CC(C)Cc1ccc(C(C)C(=O)NNC(=O)NC2CCCC2)cc1
4.28,CC(C)Cc1ccc(C(C)C(=O)NNC(=O)NC2CCCCC2)cc1
4.59,CC(C)Cc1ccc(C(C)C(=O)NNC(=O)NCC2CCCCC2)cc1
4.13,CC(C)Cc1ccc(C(C)C(=O)NNC(=O)NCc2ccccc2)cc1
4.64,CC(C)Cc1ccc(C(C)C(=O)NNC(=O)NC(c2ccccc2)c2ccccc2)cc1
4.14,CC(C(=O)NNC(=O)NC1CCCC1)c1cccc(Oc2ccccc2)c1
4.28,CC(C(=O)NNC(=O)NC1CCCCC1)c1cccc(Oc2ccccc2)c1
4.62,CC(C(=O)NNC(=O)NCC1CCCCC1)c1cccc(Oc2ccccc2)c1
4.14,CC(C(=O)NNC(=O)NCc1ccccc1)c1cccc(Oc2ccccc2)c1
4.15,CC(C(=O)NNC(=O)NCCc1ccccc1)c1cccc(Oc2ccccc2)c1
4.96,CC(C(=O)NNC(=O)NC(c1ccccc1)c1ccccc1)c1cccc(Oc2ccccc2)c1
4.18,CC(C(=O)NNC(=O)NC1CCCC1)c1cccc(Cc2ccccc2)c1
4.6,CC(C(=O)NNC(=O)NC1CCCCC1)c1cccc(Cc2ccccc2)c1
4.7,CC(C(=O)NNC(=O)NCC1CCCCC1)c1cccc(Cc2ccccc2)c1
4.31,CC(C(=O)NNC(=O)NCc1ccccc1)c1cccc(Cc2ccccc2)c1
4.54,CC(C(=O)NNC(=O)NCCc1ccccc1)c1cccc(Cc2ccccc2)c1
4.82,CC(C(=O)NNC(=O)NC(c1ccccc1)c1ccccc1)c1cccc(Cc2ccccc2)c1
4.04,CC(C(=O)NNC(=O)NOCc1ccccc1)c1cccc(Oc2ccccc2)c1
4.05,CC(C(=O)NNC(=O)NNC(=O)NOCc1ccccc1)c1cccc(Oc2ccccc2)c1
4.02,CC(C(=O)NNC(=O)NNC(=O)NOCc1ccccc1)c1cccc(Cc2ccccc2)c1
5.58,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1C1CC(O)C(O)C(C)O1
5.36,CC1OC(c2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC(O)C1O
5.59,CC1OC(c2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC(O)C1O
4.88,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1C1CC(=O)C(O)C(C)O1
4.09,Nc1ncnc2c1sc1ncn(C3CC(O)C(CO)O3)c12
7.13,CCCCCCCCCCNC(=O)CCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O
7.13,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)COC(=O)CCC(=O)O)CC3OC1CC(N)C(O)C(C)O1
7.13,CCCCCCCCCCCCCCOC(=O)CCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O
7.13,CCCCCCCCCCCCCCCCNC(=O)CCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O
7.13,CCCCCCCCCCCCCCNC(=O)CCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O
7.13,CCCCCCCCCCCCNC(=O)CCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O
5.82333333333,Cc1c(CO)c(CO)c2sc3ccccc3n12
5.66666666667,OCc1c(CO)c2sc3ccccc3n2c1-c1ccc(F)cc1
5.41666666667,OCc1c(CO)c2sc3ccccc3n2c1-c1ccc(Cl)cc1
6.66333333333,OCc1c(CO)c2sc3ccccc3n2c1-c1ccc(F)c(F)c1
5.98,OCc1c(CO)c2sc3ccccc3n2c1-c1ccc(Cl)c(Cl)c1
5.51,OCc1c(CO)c2sc3ccccc3n2c1-c1ccc(F)c(Cl)c1
5.73,COc1ccc(-c2c(CO)c(CO)c3sc4ccccc4n23)cc1
5.74,COc1ccc(-c2c(CO)c(CO)c3sc4ccccc4n23)cc1OC
5.4,COc1cc(-c2c(CO)c(CO)c3sc4ccccc4n23)cc(OC)c1OC
5.75333333333,OCc1c(CO)c2sc3ccccc3n2c1C1CC1
6.4,CCNC(=O)OCc1c(COC(=O)NCC)c2sc3ccccc3n2c1C
6.64333333333,CCNC(=O)OCc1c(COC(=O)NCC)c2sc3ccccc3n2c1-c1ccc(F)cc1
6.53,CCNC(=O)OCc1c(COC(=O)NCC)c2sc3ccccc3n2c1-c1ccc(Cl)cc1
6.55333333333,CCNC(=O)OCc1c(COC(=O)NCC)c2sc3ccccc3n2c1-c1ccc(F)c(F)c1
6.42,CCNC(=O)OCc1c(COC(=O)NCC)c2sc3ccccc3n2c1-c1ccc(Cl)c(Cl)c1
6.42,CCNC(=O)OCc1c(COC(=O)NCC)c2sc3ccccc3n2c1-c1ccc(F)c(Cl)c1
6.51,CCNC(=O)OCc1c(COC(=O)NCC)c2sc3ccccc3n2c1-c1ccc(OC)cc1
6.31,CCNC(=O)OCc1c(COC(=O)NCC)c2sc3ccccc3n2c1-c1ccc(OC)c(OC)c1
6.5,CCNC(=O)OCc1c(COC(=O)NCC)c2sc3ccccc3n2c1-c1cc(OC)c(OC)c(OC)c1
6.40333333333,CCNC(=O)OCc1c(COC(=O)NCC)c2sc3ccccc3n2c1C1CC1
6.71666666667,Cc1c(COC(=O)NC(C)C)c(COC(=O)NC(C)C)c2sc3ccccc3n12
6.94,CC(C)NC(=O)OCc1c(COC(=O)NC(C)C)c2sc3ccccc3n2c1-c1ccc(F)cc1
6.63,CC(C)NC(=O)OCc1c(COC(=O)NC(C)C)c2sc3ccccc3n2c1-c1ccc(Cl)cc1
6.57333333333,CC(C)NC(=O)OCc1c(COC(=O)NC(C)C)c2sc3ccccc3n2c1-c1ccc(F)c(F)c1
5.64,CC(C)NC(=O)OCc1c(COC(=O)NC(C)C)c2sc3ccccc3n2c1-c1ccc(Cl)c(Cl)c1
6.3,CC(C)NC(=O)OCc1c(COC(=O)NC(C)C)c2sc3ccccc3n2c1-c1ccc(F)c(Cl)c1
